,text
1985,"Avec la loi SRU qui oblige toutes les villes à avoir 25 % de logements sociaux, on essaime l’immigration et les problèmes qui l’accompagnent. Je supprimerai la loi SRU.
#Zemmour2022
https://twitter.com/i/status/1479004447330246666/video/1"
435,"Quel accueil ! Quel plaisir de revenir à Toulon !
#ZemmourToulon https://twitter.com/ZemmourEric/status/1500529486927912960/video/1"
1329,"Je défends le peuple français qui ne pense plus que l’immigration est une chance pour la France.
#ZemmourVsMélenchon
https://twitter.com/i/status/1486827523602325507/video/1"
25,"À la colline du crack je montre aux Français l’enfer que vivent les riverains.

Regardez l’émission sur YouTube : https://youtu.be/qIk3P4oDQhU

#ZemmourCollineDuCrack #Remigration https://twitter.com/ZemmourEric/status/1507369786635919368/photo/1"
2204,"Emmanuel Macron est l’homme du grand déclassement et du grand remplacement. 

Je réponds à son intervention.
#Macron20h https://twitter.com/ZemmourEric/status/1471254090818719746/video/1"
1179,"Je dis aux musulmans : ne refaites pas ici ce que vous avez fui. Ce serait terrible ! L’immigration, aujourd’hui, n’est plus une chance pour la France, donc nous devons l’arrêter net.
#MissionConvaincreLCI #DynamiqueZemmour
https://twitter.com/i/status/1488998824211369985/video/1"
1712,"Aujourd'hui, la venue des étudiants étrangers est devenue une filière d'immigration. Nous devons sélectionner les meilleurs pour justement favoriser le rayonnement de la France.
#FaceABFM"
1336,"C'est la démographie qui fait l'histoire. Ce que M. Mélenchon appelle « créolisation », je l'appelle « grand remplacement », mais c'est exactement la même chose.
#ZemmourVsMélenchon
https://twitter.com/i/status/1486806515801538562/video/1"
364,"Mme Pécresse va mettre à proximité de toutes les petites villes et de tous les villages de France des barres de HLM. Elle va mettre des immigrés partout : c’est ce qu’elle appelle « déghettoïser ».
#ZemmourVsPecresse
#FaceAFaceTF1LCI
https://twitter.com/i/status/1502025355686723590/video/1"
2191,"L'objectif c'est l'immigration 0. Je supprimerai donc toutes les pompes aspirantes de l'immigration.
#le79Inter https://twitter.com/ZemmourEric/status/1471445422552109060/video/1"
2215,"J’ai sillonné la France pendant trois mois et j’ai vu beaucoup de Français : ils sont hantés par le grand remplacement avec l'islamisation du pays et par le grand déclassement avec leur appauvrissement et l’effondrement de l’école.
#RTLMatin https://twitter.com/ZemmourEric/status/1471024485818109952/video/1"
562,"Le monde qui vient sera rude. Nous allons affronter des crises politiques, des crises migratoires, des crises énergétiques, des crises économiques. Je le répète : nous avons un devoir de puissance.
#ZemmourChambery
https://twitter.com/i/status/1497299912052064260/video/1"
1545,"Je veux voir Calais et montrer aux Français le symbole de cette ville sinistrée et éplorée par l’immigration folle. Calais est l’avenir de notre pays si nous continuons la politique migratoire actuelle d’Emmanuel Macron.
#ZemmourFerrari #LaMatinale
https://twitter.com/i/status/1483709913524232192/video/1"
1213,"Le respect des aînés est dans mon ADN. Dans l’EHPAD où ma mère était accueillie, j’ai vu des infirmières extraordinaires et, à côté, un service déplorable. La première chose, c’est de renforcer les contrôles.
#DynamiqueZemmour #20h22
https://twitter.com/i/status/1488596666714398724/video/1"
2159,"Le solde migratoire dont parle Aymeric Caron, c’est la différence entre les étrangers qui arrivent et les gens qui partent. Mais parmi ceux qui partent, il y a beaucoup de Français.
#FaceABaba https://twitter.com/ZemmourEric/status/1471595132025815052/video/1"
807,"Mme Pécresse ne supprimera pas le droit du sol. Elle n’expulsera pas les délinquants étrangers. Elle n’arrêtera pas le regroupement familial. Elle appelle compétence son impuissance.
#SudRadio #DebatZemmourMacron 
https://twitter.com/i/status/1492829843846832128/video/1"
1541,"On expulsera les clandestins. Les pays refusant de signer les laissez-passer consulaires seront privés de l’aide au développement. S’ils s’obstinent, je bloquerai les visas et les transferts de fonds.
#ZemmourFerrari #LaMatinale
https://twitter.com/i/status/1483713576586125317/video/1"
1446,"Merci Jérôme Rivière, toi qui viens de nous rejoindre : tu quittes ton poste de président de groupe RN au Parlement européen pour rejoindre 
la Reconquête. La Reconquête t’accueille avec bonheur, mon ami !
#Cannes #UnionDesDroites2022"
2212,"Valérie Pécresse essaie de reprendre la musique de ce que je dis, mais elle ne reprend pas les paroles. Elle dit lutter contre l’immigration clandestine. Mais contre l’immigration légale, elle ne fait rien.
#RTLMatin https://twitter.com/ZemmourEric/status/1471033298055057409/video/1"
1805,"La Vendée, c’est l’antithèse de tout ce qu’ont fait nos élites parisiennes depuis 40 ans : pas de désindustrialisation, pas de délocalisation, pas de métropolisation, pas d’immigration !
#SablesdOlonne"
1219,"Toute mon aventure présidentielle est partie des jeunes qui m’ont rejoint par milliers. Sauver la France de l’islamisation, c’est protéger les jeunes qui subissent de plein fouet les ravages de l’immigration.
#DynamiqueZemmour #20h22
https://twitter.com/i/status/1488604393410760705/video/1"
1314,"Merci mon cher @G_Peltier, député de cette France rurale, de m’accueillir sur cette si belle terre de Sologne !
#Chaumont"
207,"Ce soir, c’est Metz qui nous accueille : berceau des Carolingiens, cité au passé trois fois millénaire dont la lumineuse cathédrale impressionne depuis toujours les Français par sa grandeur et sa puissance.
#ZemmourMetz https://twitter.com/ZemmourEric/status/1504879070827450372/photo/1"
1072,"Dès notre arrivée au pouvoir, nous allons cesser de prendre aux Français les milliards consacrés chaque année aux millions d’étrangers qui vivent sur notre sol. Nous allons retrouver notre modèle social, pour qu’il redevienne véritablement français !
#ZemmourLille #PouvoirDAchat"
283,"L’immigration venue du Sud est un problème majeur qui est en train de détruire notre identité et qui mine notre sécurité. Je ne veux pas que cette élection présidentielle soit confisquée.
#ZemmourPrésident 
#FaceALaGuerreTF1
https://twitter.com/i/status/1503490350362595329/video/1"
114,"Je lutterai contre l’immigration illégale et les trafics de stupéfiants dans nos Outre-mer.
#OutreMerAvecZemmour #ZemmourProgramme https://twitter.com/ZemmourEric/status/1506580999106441217/photo/1"
657,"Ma première mesure sera d’organiser un référendum sur l’immigration qui se tiendra le même jour que les législatives. Toutes les mesures que j’ai déclinées seront soumises au peuple français.
#LeGrandRDV
https://twitter.com/i/status/1495348019541196803/video/1"
146,"Toutes mes mesures sur l’immigration seront proposées aux Français par référendum. La France est menacée dans son identité par un grand remplacement de population. Je suis candidat pour arrêter cela.
#Remigration
https://twitter.com/i/status/1505992361922465796/video/1"
2133,"Sur l’immigration, toutes les mesures de mon programme seront proposées dans un référendum afin que les Français décident s’ils sont pour ou contre ces mesures.
#FaceABaba https://twitter.com/ZemmourEric/status/1471620735991001088/video/1"
1002,"En Afrique, je ferai exactement le contraire d’Emmanuel Macron : je ne donnerai pas de leçons de démocratie, je ne me repentirai de rien et je serai très ferme sur l’immigration.
#le79Inter #Elysee2022
https://twitter.com/i/status/1490595987462803457/video/1"
1246,"Dans les années 1980, on ne voyait pas les ravages de l’immigration. Aujourd’hui, on les voit. Plus personne ne croit que l’immigration est une chance pour la France. Il faut donc l’arrêter et je serai le seul à le faire.
#HDPros
https://twitter.com/i/status/1488067368068788225/video/1"
2192,"Il faut regarder les chiffres mais aussi tout simplement dans la rue. Il faut prendre le métro, le RER, le train. Il faut aller à la CAF, dans les bureaux de poste, ou dans les écoles. Et là, on voit le grand remplacement en marche.
#le79Inter https://twitter.com/ZemmourEric/status/1471444147651235844/video/1"
754,"Merci à @CroissancePlus, le @M__ETI et @FranceInvestEU de leur accueil chaleureux !
#ZemmourCroissance https://twitter.com/ZemmourEric/status/1493665132987179009/video/1"
156,"Je veux mettre un terme aux privilèges migratoires de l’Algérie.
#GGRMC #ZemmourReconquete
https://twitter.com/i/status/1505857454424440833/video/1"
551,"Quel accueil à Chambéry ! Merci à mes amis savoyards !
#LaPaixAvecZemmour 
https://twitter.com/i/status/1497288813500059665/video/1"
44,"Puisque vous parlez de sondages, en voilà un de ce matin : 65 % des Français sont d’accord avec mon ministère de la Remigration dont Marine Le Pen dit du mal. C’est l’événement du jour. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507316688936747019/video/1"
1986,"Les temps ont changé : aujourd’hui, on voit que le grand remplacement est en train de changer nos vies, nos rues, nos écoles, notre culture, notre civilisation. Les Français ont pris conscience de cette évolution.
#Zemmour2022
https://twitter.com/i/status/1479003274384654342/video/1"
50,"C’est apocalyptique ! Voilà ce que la France sera dans dix ou quinze ans si je ne suis pas élu. Elle sera faite d’enclaves étrangères avec des murs pour s’en protéger.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507307619261812743/video/1"
1330,"Dans tous les grands pays développés, on renvoie les clandestins et on fait tout pour qu’ils ne viennent plus. Et on peut faire mieux en supprimant le regroupement familial, en limitant le droit d’asile.
#ZemmourVsMélenchon
https://twitter.com/i/status/1486825625738432514/video/1"
2365,"Et celle du grand remplacement, avec l’islamisation de la France, l’immigration de masse et l’insécurité permanente.
#ZemmourVillepinte #RECONQUETE"
1772,"Permettre aux agriculteurs de vivre de leur métier, les protéger contre la concurrence déloyale des producteurs étrangers et encourager l'innovation et le renouvellement des générations. Je serai aux côtés des agriculteurs.

#FranceDesOubliés : mon programme pour l'agriculture ⤵️ https://twitter.com/ZemmourEric/status/1480241614442348545/photo/1"
1552,"Calais est le type même de ville sinistrée par Schengen et par la gestion apocalyptique de l’immigration par l’Europe et par l’absence de frontières. C’est impardonnable : il faut réviser Schengen.
#BourdinDirect
https://twitter.com/i/status/1483356797004132354/video/1"
907,"La France a été une chance formidable pour les immigrés. Mais, aujourd’hui, elle est en danger de mort. L’immigration n’est plus une chance pour la France. Il faut l’arrêter.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491540105718341635/video/1"
49,"Madame, il faut vous soigner et nous vous aiderons à vous soigner. Mais ne mettez pas la responsabilité sur la France.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507308944963821606/video/1"
65,"À tout de suite, sur Cnews en direct de la colline du crack ! 

#ZemmourCollineDuCrack #Remigration https://twitter.com/ZemmourEric/status/1507289376715419654/photo/1"
1657,"Merci aux Honnecourtois pour leur accueil chaleureux. 
#Honnecourt #SaintQuentin #FranceDesOubliés https://twitter.com/ZemmourEric/status/1481982023623401474/photo/1"
1317,Quel accueil à Montrieux-en-Sologne ! Rencontre avec plus d'une dizaine de maires pour échanger sur leur quotidien. https://twitter.com/ZemmourEric/status/1487116414968381446/photo/1
11,"Je referai des Français grâce à une véritable politique d’assimilation, je ferai de la France une puissance d’équilibre et je mettrai notre diplomatie au service de notre politique migratoire.

Nous rétablirons la place de la France dans le monde comme puissance d’équilibre. https://twitter.com/ZemmourEric/status/1507700268275838985/photo/1"
869,"Notre bureaucratie a pris en France une place démesurée. Elle parasite un État devenu envahissant et terriblement efficace quand il s’agit de ponctionner les Français, de privilégier les étrangers, de gaspiller nos impôts, mais honteusement absent quand il est indispensable."
2140,"Je suis le seul qui défende vraiment la liberté et la vie des femmes, qui sont menacées avant tout par une immigration incontrôlée.
#FaceABaba https://twitter.com/ZemmourEric/status/1471611869941149704/video/1"
996,"Le Grand remplacement du peuple français par une autre civilisation est le problème majeur. Il y en a bien d’autres dont je parle. Mais le premier problème en France, c’est l’immigration.
#le79Inter #Elysee2022
https://twitter.com/i/status/1490600564866093062/video/1"
1294,"Quand tant de nos compatriotes ne parviennent plus à se soigner, nous offrons 2 500 € de dépenses de santé par an, à des étrangers, qui ne travaillent pas et ne cotisent pas. Jusqu’à quand allons-nous supporter cette injustice ?
#Chaumont https://twitter.com/ZemmourEric/status/1487139057012461574/photo/1"
1675,"Mon but : ramener la paix et la tranquillité aux Français. Pour en finir avec l’ensauvagement, j’arrêterai l’immigration et je rendrai la Justice plus dure et plus efficace.
#4V
https://twitter.com/i/status/1481526095799279616/video/1"
64,"La plupart des vendeurs de crack sont des clandestins. Nous les renverrons chez eux: c’est l’un des objectifs de mon ministère de la #Remigration. 65 % des Français sont d’accord avec ce mot et ce qu’il recouvre. 
#ZemmourCollineDuCrack
https://twitter.com/i/status/1507295476386783233/video/1"
809,"Sur les 275 000 immigrés qui arrivent chaque année légalement, seuls 14 % viennent pour travailler. Il y a 55 % d’inactifs parmi les extra-européens en âge de travailler. Ces gens n’ont rien à faire ici.
#SudRadio #DebatZemmourMacron 
https://twitter.com/i/status/1492825681046257664/video/1"
1295,"Nos politiciens ont préféré offrir les soins gratuits à tous les étrangers clandestins avec l’aide médicale d’état, plutôt que d’investir cet argent dans la santé des Français.
#Chaumont"
60,"Après avoir vécu à Drancy, j’ai vécu pas loin d’ici. Tout cela n’existait pas. On est en plein Paris et il y a un campement comme si on était un pays du Tiers-monde.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507298368019652635/video/1"
57,"Il faut que les Français voient ce que c’est. Les étrangers clandestins doivent être renvoyés. Ils n’ont rien à faire ici, surtout quand ils trafiquent la drogue. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507300182718832659/video/1"
991,"Si les étrangers sont traités en France comme les Français, il n’y a plus de France ni de Français. C’est pour cela que nous ne donnerons plus le produit de la solidarité nationale aux étrangers.
#le79Inter #Elysee2022
https://twitter.com/i/status/1490606170310156290/video/1"
241,"Emmanuel Macron, c’est le grand reniement, le grand oubli, sur l’immigration, et le grand aveu, quand il dit que Mme Pécresse, s’il gagne, sera sa ministre.
#Elysee2022 #ZemmourVsMacron
https://twitter.com/i/status/1504547111949549572/video/1"
1593,"Villers-Cotterêts n'est pas seulement une ville ravissante, accueillante et chaleureuse. C'est un symbole national ! Je dirais même un foyer national. https://twitter.com/ZemmourEric/status/1482338002739384325/photo/1"
142,"Je supprimerai le collège unique. Avec moi, les bons élèves deviendront meilleurs et les plus faibles auront des méthodes adaptées pour progresser. Je rétablirai un baccalauréat sélectif.
#Remigration
https://twitter.com/i/status/1505995884173090818/video/1"
1471,"Je le propose depuis toujours. Je suis d’ailleurs le seul candidat à le vouloir : je supprimerai la loi SRU sur le logement social qui a eu pour conséquence de répandre les ravages de l’immigration dans tant de nos villes.
#Nice
https://twitter.com/i/status/1484505742954663940/video/1"
143,"La blouse est un symbole contre les inégalités sociales. L’école est un sanctuaire du travail, du mérite, de l’effort, qui ne doit plus être pollué par la propagande.
#Remigration
https://twitter.com/i/status/1505995056230064130/video/1"
336,"Pour moi, Agen, c’est cette terre chaleureuse où il fait bon vivre et où la beauté des paysages n’a d’égal que la richesse de la gastronomie !
 
Agen, c’est l’hospitalité et la chaleur des Agenais !
 
Merci de m’accueillir ici chez vous.

#ZemmourAgen #Les48HdelaReconquete https://twitter.com/ZemmourEric/status/1502668040005160965/photo/1"
1360,"Il faut absolument en finir avec le numerus clausus. Nous ne voulons plus que des jeunes Français aillent s’installer en Belgique pour passer leur concours de médecine, ou que l’on soit obligé de faire venir des médecins étrangers.
#BonjourChezVous
https://twitter.com/i/status/1486233602333593602/video/1"
757,"La « French Tech » est un très beau succès. Je mettrais un seul bémol, essentiel : 80 % des grosses levées de fonds sont le fait des étrangers. Je veux un plus grand contrôle des investissements étrangers.
#ZemmourCroissance
https://twitter.com/i/status/1493638590542368773/video/1"
45,"Les trafiquants qui vendent du crack, il faut les renvoyer chez eux. Ils n’ont rien à faire chez nous. Ils pourrissent la vie des Français. J’ai grandi ici et je veux protéger les Français. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507314668771201035/video/1"
46,"Je suis le candidat du réel que tous occultent. Je montre à la France ce qu’elle est aujourd’hui. Si on ne fait rien, il y aura des collines du crack partout. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507315441466806276/video/1"
992,"Le taux d’inactivité des étrangers extra-européens en âge de travailler est de 55 %. Je renverrai les étrangers chômeurs depuis plus de six mois.
#le79Inter #Elysee2022
https://twitter.com/i/status/1490605128201773059/video/1"
1835,"Merci à @YannickMOREAU pour son accueil dans la si belle ville des Sables-d'Olonne.

#SablesdOlonne https://twitter.com/ZemmourEric/status/1479756931619340292/photo/1"
1243,"Je suis là pour rassembler. Je me situe entre Valérie Pécresse et Marine Le Pen et j’accueille les électeurs des deux partis.
#HDPros
https://twitter.com/i/status/1488073049417072645/video/1"
1472,"Pour le pouvoir d’achat des Français, je diminuerai la CSG qui pèse sur leurs salaires. Je supprimerai les allocations non contributives pour les étrangers. Moins d’allocations pour les étrangers, plus d’argent pour les Français.
#Nice
https://twitter.com/i/status/1484502801950679041/video/1"
922,"Je supprimerai le concours qui vise à faire venir des médecins étrangers. Depuis 30 ans on va en chercher en Algérie alors qu'on a empêché de jeunes Français de faire médecine pour 1/4 de point.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491525546303533062/video/1"
2193,"La solidarité nationale doit être réservée aux Français. Je supprimerai les aides sociales non contributives aux étrangers : allocations familiales, allocations logement, RSA et minimum vieillesse.
#le79Inter https://twitter.com/ZemmourEric/status/1471444087211704320/video/1"
32,"L’immigration nouvelle pourrit la vie des immigrés qui sont déjà là. On va arrêter les flux et expulser les clandestins et ceux qui n’ont ni travail, ni papiers. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507322818492518407/video/1"
493,"L’Immigration Zéro, Mme Le Pen dit que ce n’est qu’un slogan. Pour moi, c’est une volonté.
#DemandezLeProgramme
https://twitter.com/i/status/1499148869250297858/video/1"
686,"Parlez à nos soldats, demandez-leur s’ils sont fiers d’être allés en Libye au prix de notre sécurité, de la stabilité de la région, de l’implantation de Daesh et de millions de migrants qui ont déferlé sur l’Europe ! Est-ce cela une politique internationale digne de la France ? https://twitter.com/ZemmourEric/status/1495021868788723713/photo/1"
1051,"20 % d’étrangers occupent nos logements sociaux. Nous disons ""stop"". Ca suffit ! La fête est finie. Nous réserverons nos logements sociaux aux Français.
#ZemmourLille #PouvoirDAchat
https://twitter.com/i/status/1490017923850813443/video/1"
37,"Nous vivons un phénomène démographique de masse jamais vu dans l’Histoire. Si on ne l’arrête pas, la France sera un pays africain, islamisé, dans dix ou vingt ans. Je veux l’empêcher. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507326279288303621/video/1"
2288,"La perversité de la gestion bureaucratique, c’est qu’on prend des médecins étrangers parce qu’ils sont moins chers. Sous ma présidence, je ferai tout pour qu’on en ait de moins en moins besoin.
#Élysée2022 https://twitter.com/ZemmourEric/status/1469058090934972420/video/1"
36,"Emmanuel Macron se moque des Français et de ce qu’ils vivent. Je suis venu ici pour montrer ce qui se passe et que Macron, la droite et la gauche tolèrent. Il faut montrer cela aux Français. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507319611632631818/video/1"
352,"Soyez en cohérence avec vos principes : accueillerez-vous tous les migrants victimes de toutes les guerres, d’où qu’ils viennent ? Mme Pécresse a une fausse politique de fermeté sur l’immigration.
#ZemmourPresident
#ZemmourVsPecresse
https://twitter.com/i/status/1502269790383185922/video/1"
655,"La réussite de mon quinquennat sera jugée sur mes réalisations en matière d’immigration, de sécurité, d’école, de dynamisme économique et de réindustrialisation.
#LeGrandRDV
https://twitter.com/i/status/1495353821924577280/video/1"
1006,"Les Européens sont tellement faibles que tout le monde leur fait du chantage aux migrants. Tant qu’un pays comme la France ne dira pas : « les migrants, terminé », tout le monde le fera.
#le79Inter #Elysee2022
https://twitter.com/i/status/1490592946344931328/video/1"
62,"Je ne suis pas un politicien. Je suis journaliste, écrivain, et j’ai tout arrêté pour régler ces questions que les politiciens ne réglaient plus depuis quarante ans par lâcheté.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507296991360999429/video/1"
319,"Je baisserai massivement les impôts de production de trente milliards d’euros afin que nos entreprises se battent à armes égales avec leurs concurrents étrangers.
#Les48HdelaReconquete #ZemmourAgen
https://twitter.com/i/status/1502685090362580995/video/1"
158,"Il faut qu'il y ait un contrôle bien plus efficace des investissements étrangers. Des sociétés américaines rachètent nos pépites, nous piquent nos savoir-faire et M. Macron s’enorgueillit de cela, moi pas.
#GGRMC #ZemmourReconquete
https://twitter.com/i/status/1505845729599930371/video/1"
51,"Il n’y a qu’une seule solution : moi, je vous débarrasserai des ces gens. Tout le reste n’est qu’agitation. Qu’ils soient de droite ou de gauche, les politiques ne font rien. Je ne tolère pas cela. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507306656668999705/video/1"
1164,"Je ne participe pas pour jouer, je ne prépare pas non plus l’après. Je veux être Président parce que je pense vraiment que la France est en grand danger. Je veux la sauver du grand remplacement.
#MissionConvaincreLCI #DynamiqueZemmour
https://twitter.com/i/status/1489025249916170246/video/1"
1358,"C’est un peu facile de faire venir des médecins étrangers à cause de l’impéritie des gouvernements précédents. Je connais beaucoup de jeunes Français qui n’ont pas pu être médecins pour un quart de point.
#BonjourChezVous
https://twitter.com/i/status/1486237522611085315/video/1"
910,"Le mélange est possible quand on parle la même langue, qu’on a la même culture. Pas quand une culture s’impose à une autre. J’arrête l’immigration car c’est le nombre qui pose problème.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491537265025298442/video/1"
870,"À chaque fois que je suis passé à Beaune ou à Dijon, j’ai rencontré des Français qui m’ont toujours accueilli comme un ami. Des Français qui étaient fiers de me faire découvrir leurs vignes, leur gastronomie et leur Histoire. Des Français qu’on ne peut qu’aimer.
#ZemmourSaulieu"
155,"Les prestations sociales non contributives ne seront pas touchées par les étrangers. Il y a trop d'assistanat, ça décourage les travailleurs qui touchent un salaire à peine plus élevé que les aides sociales.
#GGRMC
#ZemmourReconquete
https://twitter.com/i/status/1505855242285502468/video/1"
31,"Les témoignages des riverains qui souffrent de cette promiscuité sont poignants. Je suis plus que jamais déterminé à régler la question de la sécurité qui hante les Français. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507330256365051913/video/1"
912,"J'ai connu la banlieue avant le regroupement familial, ce qui me permet de dire que l’immigration n’est plus une chance pour la France. J’ai connu le temps où ma mère ne fermait jamais sa porte à clef.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491536209302233089/video/1"
1033,"Avec ces recettes nous allégerons les charges qui pèsent sur les salaires des Français les plus modestes. Il n’est plus admissible que votre fiche de paye vienne financer l’assistanat des étrangers.
#ZemmourLille #PouvoirDAchat"
1052,"Et je ne vous parle pas du RSA et des allocations en tout genre. Nous finançons notre grand remplacement au prix de notre grand déclassement.
#ZemmourLille #PouvoirDAchat
https://twitter.com/i/status/1490017229324402695/video/1"
47,"Puisqu’on ne veut pas de frontières à l’extérieur de la France et de l’Europe, on a des murs à l’intérieur. Les frontières ont été inventées pour maintenir la paix.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507310926667685890/video/1"
1172,"Ma politique, c’est plus de travail pour les Français, moins de prestations pour les étrangers. Si on paie tant d’impôts, c’est parce que nous croulons sous un système qui n’est plus supportable.
#DynamiqueZemmour #MissionConvaincreLCI
https://twitter.com/i/status/1489019145853325313/video/1"
63,"Pour lutter contre le Grand remplacement, il faut la remigration, c’est-à-dire le renvoi de tous les étrangers qui nous menacent : clandestins, délinquants, criminels, fichés S. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507296158716157957/video/1"
100,"Les électeurs de LR attendent la plus grande fermeté sur l'immigration. Cela fait 30 ans qu'ils attendent la politique que je propose : c'était la promesse du RPR de Jacques Chirac.
#ZemmourProgramme
https://twitter.com/i/status/1506623625507610628/video/1"
918,"Il faut arrêter toute immigration. Le peuple français vit un grand remplacement. Les autres candidats veulent arrêter l’immigration illégale sauf qu’elle est liée à l’immigration légale.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491528593314390019/video/1"
911,"Les Français, les immigrés européens ont fui les banlieues à cause de la violence, du trafic de drogue, du mode de vie islamique. Les jeunes femmes se font cracher dessus quand elles sortent en robe.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491536710060199944/video/1"
39,"Les policiers me disent tous qu’ils ne peuvent rien faire parce qu’ils ne reçoivent pas d’ordre. Ils n’attendent que quelqu’un qui leur en donne. Avec moi, les policiers pourront se défendre. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507324949815513094/video/1"
35,"Des étrangers qu’on a accueillis saccagent la France. Vous dites vous-même que si des gens que vous avez nourris et logés saccageaient tout chez vous, vous les renverriez. C’est ce que je propose. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507318574456741889/video/1"
1708,"Je m'attaquerai aux filières de l'immigration.

Mon programme sur l'immigration : https://programme.zemmour2022.fr/immigration

#FaceABFM https://twitter.com/ZemmourEric/status/1481385834859438091/photo/1"
1004,"Tous les maires me disent que la loi SRU est une catastrophe, que l’on déverse dans nos petites villes les ravages de l’immigration qui auparavant étaient concentrés dans les cités.
#le79Inter #Elysee2022
https://twitter.com/i/status/1490594947279503362/video/1"
33,"Partout en France, il y a des enclaves étrangères qui grandissent et se répandent. Il y a des endroits où on ne parle plus français, où il n’y a plus que des femmes voilées et des hommes en djellaba. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507327881386643473/video/1"
1050,"Nous allégerons les charges qui pèsent sur les salaires des Français les plus modestes. Il n’est plus admissible que votre fiche de paye vienne financer l’assistanat des étrangers.
#ZemmourLille #PouvoirDAchat
https://twitter.com/i/status/1490018373362765825/video/1"
924,"Je ne mets pas en cause les médecins étrangers et je les remercie. Mais j’aurais préféré des médecins français et qu’on ne les empêche pas, pour un demi-point, de faire médecine.
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491523176802754563/video/1"
1054,"Dès notre arrivée au pouvoir, nous allons cesser de prendre aux Français les milliards d’euros consacrés chaque année à l'accueil et à l’entretien des millions d’étrangers qui vivent sur notre sol.
#ZemmourLille #PouvoirDAchat
https://twitter.com/i/status/1490016708630827012/video/1"
1027,"La reconquête que nous défendons, c’est lutter contre le grand remplacement pour lutter contre le grand déclassement !
#ZemmourLille #PouvoirDAchat"
914,"En France, les immigrés n’ont pas été parqués. Mais, venant de plus en plus nombreux, ils ont imposé leur mode de vie. Il y a eu de plus en plus de kebabs, de boucheries halal, de femmes voilées…
#LaFranceDansLesYeux #ZemmourPrésident
https://twitter.com/i/status/1491535011287289860/video/1"
59,"J’ai grandi ici, Monsieur. Je suis là pour vous protéger. Ce quartier, je le connais. Ces gens-là, je vais les renvoyer chez eux. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507298794861469699/video/1"
53,"Les délinquants étrangers seront renvoyés chez eux. Les autres iront en prison avec des peines plancher. Nous nettoierons tout ça. Ce que vous vivez est honteux et la classe politique s’en moque. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507303794509500416/video/1"
34,"Mme Hidalgo et le gouvernement ne sont pas hostiles à ces « haltes soins addiction ». Et il y en aura ici, si on ne fait rien, si on ne nettoie pas cet endroit. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507321282026745856/video/1"
56,"Je vois des gens qui pourrissent la vie des Français et la vie du quartier. Ils n’ont rien à faire ici. Regardez : c’est fou ! Les riverains sont malheureux. Un président doit protéger son peuple. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507301075757457409/video/1"
1687,"Pour assurer le rayonnement de la France, il faudra sélectionner les étudiants étrangers et augmenter leurs droits de scolarité.
#FaceABFM https://twitter.com/ZemmourEric/status/1481421629104304130/video/1"
40,"Les flux migratoires pourrissent la vie de tous : les Français et les immigrés réguliers. Mais je tiens à répéter qu’en France, les Français sont prioritaires. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507324262163664917/video/1"
55,"Les policiers font ce qu’ils peuvent, ils sont formidables. Mais ils ne reçoivent pas les ordre requis. Il faut une expulsion systématique de tous ces gens qui n’ont rien à faire ici.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507302923038072835/video/1"
