text	local_time	like_count	user_screen_name	retweet_count	reply_count
"""La vérité est victime de la guerre.""
Je n'ai jamais adressé de tribune au JDD sur l'Ukraine.
Cette publication, qui n'exprime pas ma position sur ce sujet, est une grave entorse à la déontologie journalistique.
Je me réserve le droit de saisir la justice contre cette manœuvre. « HerveJuvin: Ce texte est un extrait tronqué d'un document préparatoire que j'ai envoyé jeudi matin en vu du débat auquel j'ai participé cet après-midi.
Comment le JDD ose-t-il le présenter comme une tribune de Marine Le Pen !#UkraineRussiaWar 
https://www.lejdd.fr/International/russie-ukraine-otan-ce-que-proposent-les-candidats-a-la-presidentielle-4096166 — https://twitter.com/HerveJuvin/status/1497943903965794306 »"	2022-02-27T14:57:34	909	MLP_officiel	437	112
"Élue présidente, j’expulserai les délinquants et criminels étrangers en rétablissant la double peine supprimée par Nicolas Sarkozy.

Reprendre le contrôle de l’immigration : découvrez et diffusez notre livret thématique 👉🏻 https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf https://twitter.com/MLP_officiel/status/1480566038790086659/photo/1"	2022-01-10T15:43:45	1534	MLP_officiel	432	103
Saluons le courage de nos gendarmes et de nos équipes diplomatiques qui assurent que la voix de la France soit présente à Kiev et que les ressortissants français soient protégés. Merci à eux ! 🙏🏻 https://www.leparisien.fr/international/ukraine-une-equipe-du-gign-en-renfort-a-lambassade-de-france-a-kiev-25-02-2022-QW4GCHNRYFEGROUI6HUUHNNDRI.php	2022-02-25T17:19:15	2021	MLP_officiel	431	237
L’immigration formule « tout compris », dans deux mois c’est fini !  L’immigration quoiqu’il en coûte, dans deux mois c’est fini ! La France terre d’immigration, ce sera fini ! #MarinePrésidente https://twitter.com/MLP_officiel/status/1492211671888285702/photo/1	2022-02-11T18:59:21	1584	MLP_officiel	426	393
"En plus de l'Aide Médicale d'État (AME), l'opinion découvre la ""Procédure d’admission au séjour des étrangers pour soins"".
Dans le contexte actuel de crise hospitalière, ces dépenses sont inacceptables.
Présidente, je ferai cesser ces abus, la priorité doit rester aux Français. « Le_Figaro: La France, terre d’asile médical… quoi qu’il en coûte https://www.lefigaro.fr/actualite-france/la-france-terre-d-asile-medical-quoi-qu-il-en-coute-20211212?utm_term=Autofeed&utm_campaign=echobox&utm_medium=Social&origine=VWT16001&utm_source=Twitter#Echobox=1639354299 — https://twitter.com/Le_Figaro/status/1470208072517832707 »"	2021-12-13T06:47:18	966	MLP_officiel	424	65
"🇾🇹 Élue Présidente, je soumettrai par référendum un projet de loi sur l'immigration.

Ce sera la fin TOTALE du droit du sol, et les étrangers ne bénéficieront pas des prestations de solidarité avant d'avoir travaillé au moins 5 ans équivalent temps plein en France. https://twitter.com/MLP_officiel/status/1472442544445399040/photo/1"	2021-12-19T05:43:53	1533	MLP_officiel	418	140
"🇫🇷🇾🇹 Bien arrivée sur ces si belles îles de #Mayotte, où nos compatriotes mahorais m'ont réservé un accueil chaleureux.

Par ma venue, je veux exprimer l'amour de la Nation à ces Français du bout du monde ! https://twitter.com/MLP_officiel/status/1471365627390660608/photo/1"	2021-12-16T06:24:36	1354	MLP_officiel	408	85
📹 Il faut expulser les délinquants et les criminels étrangers. Quand on offre l'hospitalité à quelqu'un et qu'il vous remercie en commettant un crime ou un délit, on le renvoie chez lui : c'est du bon sens ! #MissionConvaincreLCI #MarinePrésidente https://twitter.com/MLP_officiel/status/1494054365426028551/video/1	2022-02-16T21:01:33	1184	MLP_officiel	405	67
"Très honorée de l’accueil qui m’est réservé par les autorités polonaises lors de ma visite à Varsovie.

Merci à @MorawieckiM, Premier ministre de Pologne, que je rencontrerai ce soir. https://twitter.com/MLP_officiel/status/1466819006233468931/video/1"	2021-12-03T17:17:57	1434	MLP_officiel	392	337
📹 La solidarité nationale doit être réservée aux Français. Avec moi, il n'y aura plus, en France, d'étrangers qui ne vivent que de la solidarité nationale. Je considère que les Français, en France, doivent être mieux servis que les étrangers. #BourdinDirect https://twitter.com/MLP_officiel/status/1481183884813418496/video/1	2022-01-12T08:38:51	1103	MLP_officiel	387	57
"Je renverrai chez eux les étrangers qui n’ont pas eu d’emploi pendant un an. 

Cette mesure rapportera 5,4 milliards d’euros aux comptes publics du pays sur l’ensemble du quinquennat. 

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1466464788091973638/photo/1"	2021-12-02T17:50:25	1377	MLP_officiel	387	182
"J’exclurai du bénéfice des prestations de solidarité les étrangers qui n’ont pas travaillé au moins 5 ans équivalent temps plein en France. 

Pour préserver notre système, et économiser 21,9 milliards d’euros sur le quinquennat, nous devons en limiter l’accès ! #MLaFrance https://twitter.com/MLP_officiel/status/1466463874199261184/photo/1"	2021-12-02T17:46:47	1367	MLP_officiel	385	105
"Élue présidente, je supprimerai l’Aide médicale d’Etat, qui offre une large palette de soins gratuits aux clandestins.

Sauf urgences vitales, ce dispositif, qui coûte plus d’1 milliard d’euros aux Français chaque année, n’existera plus !

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1470048919153524736/photo/1"	2021-12-12T15:12:29	1400	MLP_officiel	383	139
"L'émission #ZoneInterdite d'hier doit nous alerter. Un aperçu de ce qui attend la France si nous ne stoppons pas d'urgence le communautarisme. Elue Présidente, je combattrai l'islamisme, mettrai fin à l'immigration massive et renouerai avec une véritable politique d'assimilation. « M6: À Roubaix, certains magasins de jouets vendent des poupées sans visage afin de respecter une version ultra-radicale de l’Islam qui interdit la représentation des êtres humains.
📺 #ZoneInterdite, « Face au danger de l’Islam radical, les réponses de l’État »  dimanche à 21.10 https://twitter.com/M6/status/1484571492985806855/video/1 — https://twitter.com/M6/status/1484571492985806855 »"	2022-01-24T12:56:19	911	MLP_officiel	369	121
"L'Ukraine est un pays européen, il est naturel que les pays européens accueillent les réfugiés européens.

#MarinePrésidente #FaceÀBFM https://twitter.com/MLP_officiel/status/1498776298935799812/photo/1"	2022-03-01T21:44:50	1763	MLP_officiel	362	391
"Comme je l’annonçais, Emmanuel Macron a pris des sanctions sans protéger les Français et leur demande maintenant de payer.

Depuis des mois, je demande la baisse permanente de la TVA de 20% à 5,5%. 

La situation étant hors-contrôle, je proposerai bientôt de nouvelles mesures. « BFMTV: 🔴 EN DIRECT 
Bruno Le Maire appelle tous les Français à ""faire un effort"" sur leur consommation d'énergie
https://www.bfmtv.com/international/asie/russie/en-direct-l-armee-russe-se-rapproche-de-kiev-suivez-l-actualite-du-12e-jour-de-guerre-en-ukraine_LN-202203070005.html#article_89167 https://twitter.com/BFMTV/status/1500751480600600578/photo/1 — https://twitter.com/BFMTV/status/1500751480600600578 »"	2022-03-07T15:04:02	818	MLP_officiel	357	142
"Élue présidente, je restreindrai drastiquement le regroupement familial, qui est l’une des principales causes de l’immigration massive dans notre pays.

👉🏻 https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf https://twitter.com/MLP_officiel/status/1480877712818552836/photo/1"	2022-01-11T12:22:14	1367	MLP_officiel	351	178
📹 Je ne me laisserai plus donner de leçons par des gens qui sont les champions du monde du chômage, de la dette, de l'immigration et de l'insécurité. Je propose aux Français mon projet et c'est leur avis, et leur avis seulement, qui compte à mes yeux. #HDPros https://twitter.com/MLP_officiel/status/1468161782543884292/video/1	2021-12-07T10:13:40	940	MLP_officiel	347	55
📹 Aujourd'hui, on importe plus de produits agricoles qu'on en exporte. C'est la première fois dans l'histoire de la France. Demain, nous serons dépendants des pays étrangers pour nous nourrir : je ne le veux pas ! #DimPol https://twitter.com/MLP_officiel/status/1485230199394422786/video/1	2022-01-23T12:37:28	888	MLP_officiel	343	71
"Expulser les 25% de détenus étrangers, c'est vous rendre votre sécurité, mais aussi votre argent. 

https://www.lefigaro.fr/actualite-france/detenus-etrangers-dans-les-prisons-francaises-une-note-de-plus-en-plus-salee-20220223"	2022-02-23T19:13:00	1092	MLP_officiel	343	77
"Dans mon grand projet sur l’immigration, je propose de réserver les prestations familiales aux foyers dont au moins un des parents est français. 

Cette mesure permettra 15,6 milliards d’euros d’économies sur le quinquennat !

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1466443985157824514/photo/1"	2021-12-02T16:27:45	1042	MLP_officiel	340	117
"🔴 Je restreindrai l’immigration familiale en limitant et conditionnant fortement le regroupement familial : cette mesure permettra d’économiser 2,4 milliards d’euros sur le quinquennat. 

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1467525114736566279/photo/1"	2021-12-05T16:03:47	987	MLP_officiel	339	104
"Je me suis rendue ce matin au poste-frontière de #Perthus, avec @louis_aliot et @JPGarraud.

En 2021, les forces de l’ordre ont interpellé 13 000 personnes qui tentaient d’entrer illégalement sur notre territoire. Cette pression migratoire n’est plus supportable ! https://twitter.com/MLP_officiel/status/1480090699500556290/photo/1"	2022-01-09T08:14:56	1017	MLP_officiel	331	59
"Élue Présidente, j'expulserai les délinquants étrangers : ceux qui ne respectent pas la loi ne méritent pas notre hospitalité. 

#FaceÀBaba #MarinePrésidente https://twitter.com/MLP_officiel/status/1504201614911066112/photo/1"	2022-03-16T21:03:06	1211	MLP_officiel	322	54
