text	local_time	like_count	user_screen_name	retweet_count	reply_count
"Ce matin sur le marché d'Aulnay-sous-Bois, comme partout en France, j'ai entendu sans cesse « on n'en peut plus ! ».

C'est pour ces témoignages que je veux la fermeté, le respect de notre identité et la remigration des étrangers criminels.
#AulnaySousBois https://twitter.com/ZemmourEric/status/1506283990310952972/photo/1"	2022-03-22T14:57:43	3545	ZemmourEric	1218	210
"On ne bâtit pas une politique sur une émotion. Quand on est président de la France, on bâtit une politique sur l’intérêt des Français. Et l’intérêt des Français, c’est de ne plus accueillir aucun immigré.
#FaceABaba https://twitter.com/ZemmourEric/status/1471751243840339977/video/1"	2021-12-17T07:56:55	3537	ZemmourEric	810	247
"Voila, c’est ça Paris aujourd’hui. C’est ça la France aujourd’hui.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507302262720376835/video/1"	2022-03-25T10:57:47	3512	ZemmourEric	1526	246
"Explosion des acquisitions de nationalité, augmentation des demandes « d’asile », progression des titres de séjours : les chiffres @Interieur_Gouv sont catastrophiques, malgré la pandémie ! 

Je serai le Président de la fin de l’immigration. https://twitter.com/ZemmourEric/status/1484444746412183552/photo/1"	2022-01-21T08:36:21	3481	ZemmourEric	1546	145
"Nous accueillons Jérome Rivière et Isabelle Muller : quelle joie de vous retrouver. Au travail pour la Reconquête mes amis !
#UnionDesDroites2022 https://twitter.com/ZemmourEric/status/1484195389607661569/photo/1"	2022-01-20T16:05:30	3465	ZemmourEric	930	85
"Saviez-vous qu'il y a 2 fois plus de clandestins régularisés que de clandestins expulsés ? En 2021 : 14 000 expulsions, 30 000 régularisations. Quand M. Macron expulse un étranger en situation irrégulière, il en régularise deux. Je serai le Président de la fin de l'immigration. « canardenchaine: DEMAIN DANS LE CANARD
et dès ce soir 23 heures sur http://lecanardenchaine.fr 

Macron va créer un très électoraliste Office de lutte contre l’immigration clandestine — https://twitter.com/canardenchaine/status/1485985821807230979 »"	2022-01-25T22:46:43	3444	ZemmourEric	1231	113
Un ministère de la #Remigration : l’intention n’est rien sans l’acte. https://twitter.com/ZemmourEric/status/1507027634097729541/photo/1	2022-03-24T16:12:41	3439	ZemmourEric	1507	153
"Quand on est aussi chaleureusement accueilli par Philippe de Villiers et Patrick Buisson, on se sent pleinement chez soi, définitivement : dans la France éternelle.
#SablesdOlonne https://twitter.com/ZemmourEric/status/1479803331245752330/photo/1"	2022-01-08T13:13:02	3420	ZemmourEric	822	177
"Interdire les prestations sociales non contributives aux étrangers c’est aussi rendre justice aux femmes, qui parfois seules et en difficulté ne perçoivent même pas ces prestations. Je le dis : plus d’argent pour les Françaises, moins d’allocations pour les étrangers ! « Valeurs: 🔴 Plus de deux tiers des femmes favorables à l’interdiction des prestations sociales aux étrangers ⤵️
https://buff.ly/3GtzwiD — https://twitter.com/Valeurs/status/1490342770929811459 »"	2022-02-07T20:14:20	3419	ZemmourEric	1013	94
"Les militants du RN sont extrêmement courageux. Ils ont risqué leur travail et leur réputation, depuis des décennies, pour défendre la France et son identité contre l'immigration. Je les appelle, eux aussi, à notre union des patriotes.
#Nice
https://twitter.com/i/status/1484496138178859009/video/1"	2022-01-21T15:33:39	3405	ZemmourEric	1108	131
